customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,IsNewCustomer,PaperlessFlag,AutoPayFlag,HasFiber,HasStreaming,ServicesCount,ContractMonths,AvgMonthlyChargeSoFar,ChargeGrowthProxy,MonthlyToTotalRatio,SeniorDependent,TenureBucketNum,TotalChargesPerContractMonth,SeniorAlone
9763-GRSKD,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,0,1.0833333333333333,0,1,0,0,0,1,1,45.18846153846154,4.761538461538464,0.08502851306494169,0,2,587.45,0
7469-LKBCI,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,0,1.3333333333333333,0,0,1,0,0,1,24,20.425,-1.4750000000000014,0.05798653610771114,0,2,13.616666666666667,0
8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,0,4.833333333333333,0,0,1,1,1,1,12,97.95,2.3999999999999915,0.017663832708454348,0,4,473.425,0
0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1,4.083333333333333,0,1,1,1,1,1,1,102.78163265306122,0.9183673469387799,0.02059051287651649,0,4,5036.3,0
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,2.0833333333333335,0,1,0,1,1,1,1,107.44200000000001,-1.9420000000000073,0.03927700526795853,0,3,2686.05,0
3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,0,5.75,0,0,1,1,1,1,24,114.42246376811593,-1.1724637681159322,0.014344249317619046,0,4,328.96458333333334,0
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,0,4.333333333333333,0,0,0,0,0,1,12,19.672115384615385,0.9778846153846139,0.020186714893201035,0,4,85.24583333333334,0
9959-WOFKT,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,0,5.916666666666667,0,0,1,1,1,1,24,103.97535211267606,2.7246478873239397,0.01445358799823902,0,4,307.59375,0
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,1,0.8333333333333334,0,0,1,0,0,1,1,52.835,2.365000000000002,0.10447619948897512,0,1,528.35,0
4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,1.75,0,1,0,1,1,1,1,88.70952380952382,1.3404761904761813,0.0483386118417521,0,2,1862.9,0
8779-QRDMV,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,1,0.08333333333333333,1,1,0,0,1,0,1,39.65,0.0,1.0,0,0,39.65,1
1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,0,1.0,0,0,1,0,0,1,12,16.854166666666668,2.945833333333333,0.09789864029666255,0,2,16.854166666666668,0
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,0.08333333333333333,1,0,0,0,0,1,1,20.15,0.0,1.0,0,0,20.15,0
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,0,4.833333333333333,0,1,1,0,0,1,24,60.432758620689654,-0.5327586206896555,0.017089384040398278,0,4,146.04583333333332,0
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,0,4.083333333333333,0,0,1,0,0,1,1,60.61836734693878,-1.0183673469387813,0.020065313268020066,0,4,2970.3,0
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,0,2.5,0,1,1,0,0,1,1,51.019999999999996,4.280000000000001,0.036129622370312295,0,3,1530.6,0
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,1,3.9166666666666665,0,1,0,1,1,1,1,101.04574468085106,-1.695744680851064,0.02091953296905762,0,3,4749.15,0
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,1,0.08333333333333333,1,0,0,0,0,0,1,30.2,0.0,1.0,0,0,30.2,0
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,0,6.0,0,1,1,0,1,1,24,88.46458333333334,1.7854166666666629,0.014169198282426269,0,4,265.39375,0
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,1,1.4166666666666667,0,1,0,0,1,1,1,64.3,0.4000000000000057,0.059189461165492646,0,2,1093.1,0
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,0,5.916666666666667,0,1,1,1,0,1,24,95.30915492957746,1.0408450704225345,0.014238320070341882,0,4,281.95625,0
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,0.16666666666666666,1,1,1,1,1,1,1,90.825,4.674999999999997,0.5257363060831268,0,0,181.65,0
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,0,2.25,0,0,0,0,0,1,12,69.42407407407407,-3.274074074074065,0.03529035183653872,0,3,156.20416666666668,0
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,0,0.08333333333333333,1,0,1,0,0,1,1,20.2,0.0,1.0,0,0,20.2,0
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,0,0.08333333333333333,1,0,1,0,0,1,1,45.25,0.0,1.0,0,0,45.25,1
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,0,6.0,0,0,1,1,1,1,24,100.71805555555555,-0.8180555555555458,0.013776080091564738,0,4,302.15416666666664,0
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,1,0.4166666666666667,1,1,0,1,0,1,1,63.379999999999995,6.320000000000007,0.21994319974755447,0,0,316.9,0
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,3.8333333333333335,0,1,1,1,0,1,1,77.13695652173914,-2.3369565217391397,0.021080517430882392,0,3,3548.3,0
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,1,2.8333333333333335,0,1,0,1,1,1,1,104.38970588235294,1.9602941176470523,0.02996407691765866,0,3,3549.25,0
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1,0.9166666666666666,0,1,1,1,1,1,1,100.4909090909091,-2.640909090909105,0.08851999276280079,0,1,1105.4,0
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,0,0.8333333333333334,0,0,0,0,0,1,12,47.57,1.9799999999999969,0.10416228715577044,0,1,39.641666666666666,0
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,0,5.833333333333333,0,1,1,0,1,1,24,69.605,-0.40500000000000114,0.014202592178312313,0,4,203.01458333333335,0
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,0,1.4166666666666667,0,0,0,0,0,1,12,24.602941176470587,-3.852941176470587,0.049611476389719064,0,2,34.854166666666664,0
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,0,5.25,0,1,1,0,1,1,24,77.16587301587302,2.6841269841269764,0.016425140647337726,0,4,202.56041666666667,0
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,0,1.0833333333333333,0,1,0,0,1,1,1,75.49615384615385,0.7038461538461576,0.07764022619593458,0,2,981.45,0
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,4.083333333333333,0,1,0,1,1,1,1,79.72857142857143,4.771428571428572,0.02162950828064607,0,4,3906.7,0
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,0,0.16666666666666666,1,0,0,0,0,1,1,48.5,0.75,0.5077319587628866,0,0,97.0,0
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,1,0.16666666666666666,1,1,0,1,1,1,1,72.075,8.575000000000003,0.5594866458550122,0,0,144.15,0
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,0,4.333333333333333,0,1,1,0,1,1,24,81.11153846153846,-1.3615384615384585,0.01890796149651477,0,4,175.74166666666667,0
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,0,5.75,0,1,1,0,0,1,24,61.6536231884058,2.496376811594203,0.01507957029689006,0,4,177.2541666666667,0
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,0,3.5833333333333335,0,1,0,1,1,1,1,89.27325581395348,0.9767441860465169,0.023510257245197005,0,3,3838.75,1
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1,1.25,0,1,1,1,1,1,1,95.09333333333333,4.006666666666661,0.06947560291643297,0,2,1426.4,0
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,0,2.0833333333333335,0,1,1,0,1,1,1,70.10600000000001,-0.6060000000000088,0.03965423786837075,0,3,1752.65,0
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,1,0.6666666666666666,0,1,1,1,0,1,1,79.1625,1.4875000000000114,0.12734880783199118,0,1,633.3,0
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,0,5.0,0,1,1,0,1,1,12,74.27250000000001,0.5774999999999864,0.016796257026490288,1,4,371.3625,0
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,1,1.5,0,1,0,1,1,1,1,97.36388888888888,-1.9138888888888772,0.054463496048614876,0,2,1752.55,1
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,0,5.25,0,1,1,1,1,1,12,100.17777777777778,-0.5277777777777715,0.015789390290277604,0,4,525.9333333333333,0
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,0,5.5,0,1,0,1,1,1,12,107.21742424242424,1.2325757575757592,0.015325697570074967,1,4,589.6958333333333,0
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,0,2.8333333333333335,0,0,1,0,0,1,24,26.302941176470586,-1.352941176470587,0.02789891535278989,0,3,37.262499999999996,0
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,0,6.0,0,1,1,1,1,1,24,109.07916666666667,-1.5791666666666657,0.013687815933891033,0,4,327.2375,0
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,3.9166666666666665,0,1,0,1,1,1,1,100.15106382978725,0.3489361702127525,0.021350725499776933,0,3,4707.1,0
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,0,5.0,0,1,1,1,1,1,1,90.845,-0.9449999999999932,0.016493294439246336,0,4,5450.7,0
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,0,6.0,0,0,1,0,0,0,24,41.138888888888886,0.9611111111111157,0.014213369345037138,0,4,123.41666666666667,0
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,0,1.5,0,1,1,0,0,1,12,53.172222222222224,1.2277777777777743,0.05683836589698046,0,2,79.75833333333334,0
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,1,0.75,0,0,0,1,1,1,1,95.25,-0.8499999999999943,0.11011956838728493,0,1,857.25,0
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,0,0.25,1,1,0,0,1,1,1,81.36666666666666,-6.066666666666663,0.308480131093814,0,0,244.1,0
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,0,3.9166666666666665,0,1,0,1,0,1,12,77.66702127659575,1.2329787234042584,0.02161436574575041,0,3,304.1958333333333,0
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,0,2.5833333333333335,0,0,0,0,1,1,24,80.55483870967741,-1.3548387096774093,0.03171552138395003,0,3,104.05,0
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,0,4.166666666666667,0,0,1,0,0,1,24,18.618,1.532,0.021645719196476527,0,4,38.7875,0
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,0,0.8333333333333334,0,1,0,1,0,1,1,88.735,-8.885000000000005,0.08998704006310924,0,1,887.35,0
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,0,0.08333333333333333,1,0,0,0,0,1,1,49.05,0.0,1.0,0,0,49.05,0
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,0,4.333333333333333,0,1,0,0,0,1,12,20.974038461538463,-0.5740384615384642,0.018704442305047447,0,4,90.8875,0
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,0,5.333333333333333,0,1,1,1,1,1,24,110.921875,0.6781249999999943,0.01572052401746725,1,4,295.7916666666667,0
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,0,5.166666666666667,0,1,1,0,0,1,24,22.97741935483871,1.272580645161291,0.017022322055313774,0,4,59.35833333333333,0
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,0,0.25,1,1,1,0,1,1,1,59.13333333333333,5.366666666666667,0.36358511837655016,0,0,177.4,0
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,0,4.666666666666667,0,0,0,1,1,1,12,109.63392857142857,0.8660714285714306,0.017998208323153353,0,4,511.625,1
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,0,3.8333333333333335,0,0,1,0,1,1,12,58.45326086956521,-2.8032608695652144,0.02069658032244268,0,3,224.07083333333333,0
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,0,0.6666666666666666,0,0,0,0,0,1,1,60.28125,-5.631250000000001,0.1133229652669777,0,1,482.25,0
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,0,2.5,0,1,0,0,1,1,1,70.37666666666668,4.373333333333321,0.03540472694548382,0,3,2111.3,1
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,0,3.75,0,1,1,0,0,1,12,27.035555555555554,-1.1355555555555554,0.021288837744533946,0,3,101.38333333333333,0
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,1,0.08333333333333333,1,1,0,1,1,1,1,79.35,0.0,1.0,0,0,79.35,0
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,0,0.9166666666666666,0,0,0,0,1,0,1,51.39545454545455,-0.845454545454551,0.08941363756964711,0,1,565.35,0
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,1,0.5833333333333334,0,1,1,1,0,1,1,70.98571428571428,4.164285714285725,0.1512376735761723,0,1,496.9,0
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,0,3.5,0,1,1,1,1,1,1,103.03571428571429,0.7642857142857054,0.023986135181975735,0,3,4327.5,0
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,0,4.083333333333333,0,1,1,0,0,1,24,19.864285714285714,0.2857142857142847,0.020701700313350797,0,4,40.55625,0
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,0.75,0,1,1,1,1,1,1,102.08333333333333,-2.7833333333333314,0.10808163265306123,0,1,918.75,0
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,0,2.9166666666666665,0,1,1,0,1,1,12,63.29857142857142,-1.1485714285714224,0.02805299149157056,0,3,184.6208333333333,0
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,0,4.0,0,0,1,0,0,1,24,22.020833333333332,-1.3708333333333336,0.0195364238410596,0,4,44.041666666666664,0
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,0,3.8333333333333335,0,1,0,0,0,1,24,20.15434782608696,-0.20434782608695912,0.02151871427030525,0,3,38.62916666666667,0
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,0,2.4166666666666665,0,0,0,0,1,0,1,34.80172413793103,-1.051724137931032,0.03344067376764925,0,3,1009.25,0
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,0,2.5,0,0,1,1,0,1,1,85.67333333333333,-3.623333333333335,0.03192358571317407,0,3,2570.2,0
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,0,0.08333333333333333,1,0,0,1,0,1,1,74.7,0.0,1.0,0,0,74.7,1
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,0,5.5,0,1,0,0,1,1,24,86.57954545454545,-2.5795454545454533,0.014700091875574223,0,4,238.09375,0
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,0,5.416666666666667,0,1,1,1,1,1,1,109.33846153846154,1.7115384615384528,0.0156254397073308,0,4,7107.0,0
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,0,6.0,0,1,1,1,1,1,24,103.59791666666666,-2.697916666666657,0.013527191800564416,0,4,310.79375,0
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,1,1.0,0,1,0,1,0,1,1,77.27916666666667,1.6708333333333343,0.08513506227422225,0,2,927.35,0
9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,0,5.916666666666667,0,1,1,0,0,1,12,66.8830985915493,-0.0330985915493045,0.014077537010129088,0,4,395.72499999999997,0
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,1,0.4166666666666667,1,0,0,0,0,1,1,22.77,-1.7199999999999989,0.18489240228370665,0,0,113.85,0
